itemID,title,gender,style,outline,materials,color,pattern,detail,donning、doffing,URL link
p178,黑色蕾丝边中筒袜,女款,甜美配饰袜,中筒型,棉质面料,黑色,无图案,袜口蕾丝边,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=652260970058&mi_id=0000aW6U-PFmLAlYm24zSbfZHFtlm_UPYydTSvsa_-kUygg&ns=1&priceTId=214781c117687412155768582e116b&skuId=4879069935213&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2287274b3933be3c2d8b59c4059035ee8f%22%7D&xxc=taobaoSearch
p179,黑色漆皮切尔西靴,女款,酷帅休闲靴装,短靴型,漆皮面料,黑色,无图案,弹性靴口、厚底,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=967820006786&mi_id=0000GX-q6fQF_vvx4O-MPMAJiyenfKLvW44XMRyG9f8BrHI&ns=1&priceTId=214781c117687412278351266e116b&skuId=5996057913982&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b2e14f3e71f3155b336f984612d0893d%22%7D&xxc=taobaoSearch
p180,藏蓝拼色翻领棒球服,女款,学院风休闲外套,短款型,棉质面料,藏蓝、米白,胸前文字、徽章标,翻领、系扣开合,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=969253626453&mi_id=0000c-85PAlsVMzKIKz6PTBJHVKfHYlC27SukjbY7xH6s3Y&ns=1&priceTId=214781c117687412471392610e116b&skuId=5918811885155&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22e6ae266296c8024ed5d1a0b2d1c2bf6e%22%7D&xxc=taobaoSearch
p181,红黑菱格徽章针织开衫,女款,学院风休闲外套,短款型,针织面料,黑、红、白,菱格、字母、爱心、徽章标,翻领、系扣开合,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=957434091917&mi_id=0000nSQy4R6ghEhGZIkStxNFuS9xi9-x9EBXacq_VwcAm5s&ns=1&priceTId=214781c117687412585873442e116b&skuId=6052262118961&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2263f7ab3ca7c7877de5493db7f1e719da%22%7D&xxc=taobaoSearch
p182,红黑菱格爱心半裙,女款,学院风休闲半裙,短款型,针织面料,黑、红、白,菱格、字母、爱心标,松紧腰头、系扣装饰,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=957434091917&mi_id=0000nSQy4R6ghEhGZIkStxNFuS9xi9-x9EBXacq_VwcAm5s&ns=1&priceTId=214781c117687412585873442e116b&skuId=6052262118961&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2263f7ab3ca7c7877de5493db7f1e719da%22%7D&xxc=taobaoSearch
p183,米棕条纹中筒袜,通用款,简约配饰袜,中筒型,棉质面料,米白、棕、红,袜口条纹,罗纹纹理,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=840755208895&mi_id=0000haPAs9o17i2tDQedvY02a3pJxQUYhQIre5gpyhqsObw&ns=1&priceTId=214781c117687412817375394e116b&skuId=5608161637614&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%224194e4b912a4e3b2047daea1f70d32bd%22%7D&xxc=taobaoSearch
p184,卡其拼色厚底老爹鞋,通用款,复古休闲鞋,低帮厚底型,网布、绒面革,卡其、米白,无图案,系带固定、厚底,穿脱式,https://dw4.co/t/A/1u7QpAbcp
p185,蓝白猫咪印花针织上衣,女款,甜美休闲上衣,短款型,针织面料,浅蓝、白,胸前猫咪印花,圆领、撞色领口,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=832536391322&mi_id=0000v8wFrMaXVS8_OvD3PiXf1n40M25L8dpWtH-EvSTkO3E&ns=1&priceTId=214781c117687413200758175e116b&skuId=5577202504026&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22990b3285acf985f82c75a0562f8ff9c0%22%7D&xxc=taobaoSearch
p186,蓝白猫咪条纹半裙,女款,甜美休闲半裙,短款型,针织面料,浅蓝、白,侧边猫咪、红蝴蝶结标,松紧腰头、条纹装饰,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=832536391322&mi_id=0000v8wFrMaXVS8_OvD3PiXf1n40M25L8dpWtH-EvSTkO3E&ns=1&priceTId=214781c117687413200758175e116b&skuId=5577202504026&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22990b3285acf985f82c75a0562f8ff9c0%22%7D&xxc=taobaoSearch
p187,银灰纹理连裤袜,女款,简约基础款袜,连裤型,针织面料,银灰,无图案,纹理设计,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=855318675780&mi_id=0000ImBP0NJZdM7cyQ9DtUWaR0gfUW7mLKbkhZLC-cCTx5I&ns=1&priceTId=214781c117687413317301010e116b&skuId=5659177620014&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2224631f2edfa18a3466b243c923864f98%22%7D&xxc=taobaoSearch
p188,银色珍珠爱心手提包,女款,甜美时尚包袋,迷你波士顿型,亮面皮革,银色,珍珠蝴蝶结、爱心挂饰,手提、斜挎带,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=930129955997&mi_id=00000ZM2kp7HXXJKG_XPAdZE6nrJB-1AwdPk-929YKfNpm4&ns=1&priceTId=214781c117687413565763134e116b&skuId=5817320689268&spm=a21n57.imgsearch.item.7&utparam=%7B%22aplus_abtest%22%3A%220f57848c9630dca43b42fbb11588580b%22%7D&xxc=taobaoSearch
p189,银白亮片T字带单鞋,女款,甜美闪亮单鞋,低帮平底型,亮片面料,银白,无图案,T字带、搭扣,穿脱式,https://dw4.co/t/A/1u7PF0LXm
p190,米黑拼色羊羔毛外套,女款,温柔休闲外套,短款型,羊羔毛面料,米白、黑,无图案,翻领、系扣开合,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=978356090981&mi_id=0000NMU5WTnb4-oS9aZQAy-Tee3pJf9o8xIQIJZHAsUrRjU&ns=1&priceTId=214781c117687414225338406e116b&skuId=5935241625494&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22c6497769fcc965f15c329648dda9de2b%22%7D&xxc=taobaoSearch
p191,灰红小狗印花针织上衣,女款,甜美休闲上衣,短款型,针织面料,灰、白、红,胸前小狗、品牌标,圆领、撞色包边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=984917477408&mi_id=0000K49qX-g7eSQQXALZneLGAMp2a9E3_tj-Zn5dg72Lkaw&ns=1&priceTId=214781c117687414346371479e116b&skuId=6111605258891&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a5454c73124b7cee66c2a18f27a01e39%22%7D&xxc=taobaoSearch
p192,白色木耳边半高领上衣,女款,温柔基础款上衣,修身型,棉质面料,白色,胸前品牌标,半高领、下摆双层木耳边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=984176966149&mi_id=00000Lnuwam8dy0CLLgXz9u6AmnRooCQn1IialMo3mNIKrA&ns=1&priceTId=214781c117687414451492224e116b&skuId=5945605040057&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223754d0a9e04c6ac60f7240592684e06c%22%7D&xxc=taobaoSearch
p193,红黑波点半裙,女款,复古休闲半裙,短款型,棉质面料,红、黑,侧边品牌标,松紧腰头、波点纹理,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=984189694491&mi_id=0000KvYJ1CgyCl22J2NdCSwmfVAG0mG-515GUxIWMklqBTY&ns=1&priceTId=214781c117687414538132787e116b&skuId=5945618752466&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2230820b95017fed842eaa5cdff9184df4%22%7D&xxc=taobaoSearch
p194,黑色连裤袜,女款,简约基础款袜,连裤型,针织面料,黑色,无图案,纯色纹理,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=858131472921&mi_id=0000B2JVeDICxEOC_ZYwGcp9Upl587TlOAkyjwNLRy5MzUM&ns=1&priceTId=214781c117687414643543557e116b&skuId=5668518445997&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22002b13e0fc098ffab4d00c2110fba760%22%7D&xxc=taobaoSearch
p195,灰色毛绒厚底短靴,女款,保暖休闲靴装,短靴型,绒面、毛绒面料,灰,无图案,鞋口毛绒、金属扣装饰,穿脱式,https://dw4.co/t/A/1u7Pe5mqT
p196,蓝白格纹短袖针织上衣,女款,学院风休闲上衣,短款型,针织面料,白、蓝,胸前品牌标,圆领、格纹纹理,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=819173739496&mi_id=0000mz9-fl3VtyVJhAxpWu9q2HJNGIjjUa7PYIMpeSeRkp8&ns=1&priceTId=214781c117687415012706215e116b&skuId=5702538303848&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229dd86ea037fe7c96c9634717fc358aab%22%7D&xxc=taobaoSearch
p197,浅蓝细格纹长袖衬衫,女款,简约基础款衬衫,修身型,棉质面料,浅蓝、白,胸前品牌标,翻领、系扣开合,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=817355184159&mi_id=00002VrPEr1gs5cTw70pr8eQTesIXrECerNp2BYrB3WmVZw&ns=1&priceTId=214781c117687415130007356e116b&skuId=5721477078192&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22a1830ae8f139b769e88895a5a318ac04%22%7D&xxc=taobaoSearch
p198,蓝白格纹半裙,女款,学院风休闲半裙,短款型,针织面料,白、蓝,腰头品牌标,松紧腰头、格纹纹理,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=819173739496&mi_id=0000mz9-fl3VtyVJhAxpWu9q2HJNGIjjUa7PYIMpeSeRkp8&ns=1&priceTId=214781c117687415012706215e116b&skuId=5702538303848&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229dd86ea037fe7c96c9634717fc358aab%22%7D&xxc=taobaoSearch
p199,白色毛绒耳罩,通用款,保暖休闲配饰,耳罩型,毛绒面料,白色,无图案,全包耳设计,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=989100961099&mi_id=0000zO82L0avVbJRfhLpe-tOtOa2r6VGNQXobrvPQQLW94M&ns=1&priceTId=214781c117687415254278285e116b&skuId=6120510059852&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a1f1e142d74f8b90ee58c6baaeb7766b%22%7D&xxc=taobaoSearch
p200,黑色亮面手提包,女款,简约时尚包袋,迷你波士顿型,亮面皮革,黑、银,无图案,手提、斜挎带,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=951723459501&mi_id=0000kRiALdkd_hb2PV6nXDDBT4oYJJJsIxO_U3224zzUZl0&ns=1&priceTId=214781c117687415359131055e116b&skuId=5870687748999&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223215cb047986c9f8c889ab605b1fa496%22%7D&xxc=taobaoSearch
p201,酒红漆皮双扣T字带单鞋,女款,复古甜美单鞋,低帮细跟型,漆皮面料,酒红,无图案,双金属扣、T字带,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=760107564864&mi_id=0000cftJeLxWRMqk6hbZ4AHVyfNWF1Z2FSLYNPBcUFYEU6Y&ns=1&priceTId=214781c117687415481291985e116b&skuId=5409401830192&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2288b7d73b7e80f7dc3485057c81c7ca1d%22%7D&xxc=taobaoSearch
p202,浅蓝黑条纹针织开衫,女款,学院风休闲开衫,短款型,针织面料,浅蓝、黑,胸前品牌标,V领、系扣开合、侧口袋,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=960505626024&mi_id=0000S96JpJdWKCMAUpeHzBu5DYVwBz9rH7ISUiHPB5by5UA&ns=1&priceTId=214781c117687415761134118e116b&skuId=5893410853975&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22bca63f7b6ac104574001b2b1f23027c6%22%7D&xxc=taobaoSearch
p203,浅蓝黑条纹猫咪亮片上衣,女款,甜美休闲上衣,短款型,针织面料,浅蓝、黑、白,胸前猫咪、亮片装饰,圆领、袖口与下摆木耳边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=961161429199&mi_id=0000438x6QHS9e7bw4ecgLa-RXQBii8CnBVl-Qft3ViMQlI&ns=1&priceTId=214781c117687415887855061e116b&skuId=6070646522161&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a5399e9bfdf0e42d512fd7573ee8d71b%22%7D&xxc=taobaoSearch
p204,黑色多层荷叶边半裙,女款,复古优雅半裙,中长款型,亮面面料,黑色,无图案,多层荷叶边、高腰设计,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=908401349824&mi_id=0000_LMSQZT4o5IKU6yNzpe58KH6JGLo-lV5h8f2MN0ZtY0&ns=1&priceTId=214781c117687415989885842e116b&skuId=5935503266056&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22f9132494ba39602bd808eaf4e26c9c44%22%7D&xxc=taobaoSearch
p205,黑白拼色蝴蝶结单鞋,女款,甜美休闲单鞋,低帮平底型,皮革面料,白、黑,无图案,蝴蝶结装饰、T字带,穿脱式,https://dw4.co/t/A/1u7QRKkxZ
p206,灰白条纹黑猫假两件上衣,女款,休闲假两件上衣,短款型,针织面料,灰、白、红、蓝,胸前黑猫装饰,连帽设计、条纹纹理,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=960004767720&mi_id=0000Gytds3O_qXaJEcFCYEK4yc_qoZQUTxmBPu90Hqx_Twc&ns=1&priceTId=214781c117687416582872066e116b&skuId=5893375177362&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222860ee32a1c8330e3374cff0712a07f9%22%7D&xxc=taobaoSearch
p207,棕蓝格纹阔腿裤,女款,复古休闲裤装,阔腿型,棉质面料,棕、蓝、白,格纹纹理,松紧腰头、侧口袋,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=961190053363&mi_id=00004sNV54owehsvYU_8tsOW8sTgHcqZ-4IT3wVzhqt4LV4&ns=1&priceTId=214781c117687416679302758e116b&skuId=5893574489551&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22203a9c0f4adf8f8f58e240e54db8c979%22%7D&xxc=taobaoSearch
p208,卡其拼色休闲运动鞋,通用款,复古休闲鞋,低帮平底型,绒面、网布,卡其、米白,无图案,系带固定、撞色拼接,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=836520577261&mi_id=0000cpI3G8aez88x0pW7rwTsC2pqaaWL9sbyZ6FvseK_ypY&ns=1&priceTId=214781c117687416776343338e116b&skuId=5762332051464&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2296f07113cffd24e3d98e7e239a5eef4d%22%7D&xxc=taobaoSearch
p209,灰色连帽毛呢大衣,女款,保暖休闲外套,中长款型,毛呢面料,灰色,无图案,连帽、系扣开合、侧口袋,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=839357109848&mi_id=0000b5KcZJ2lP7HDALgEIQKcaRDq4iWs6Zp3MRn2yM-wTe0&ns=1&priceTId=214781c117687416936464496e116b&skuId=6174087775564&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22a42c1186086fcc1535c38fda83d520bf%22%7D&xxc=taobaoSearch
p210,红白蓝条纹樱桃上衣,女款,甜美休闲上衣,短款型,针织面料,米白、红、蓝、黑,胸前樱桃、蝴蝶结、品牌标,圆领、条纹纹理,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=819312294873&mi_id=0000ppkRC3Rxl04Xe07l0kvYWL4r7lqRTfRdJEAlAtrWbqA&ns=1&priceTId=214781c117687417135006049e116b&skuId=5976611965240&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2291d7797ef7faa1dcdce1c661fec5fa6f%22%7D&xxc=taobaoSearch
p211,藏蓝爱心刺绣阔腿牛仔裤,女款,休闲甜酷裤装,阔腿型,牛仔面料,藏蓝,口袋爱心刺绣,松紧腰头、直筒裤型,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=836637042776&mi_id=0000CXPHxXDMLlaXGZbS31_wLboud2Y4qAJGXNaf2llu0_k&ns=1&priceTId=214781c117687417243326861e116b&skuId=5763582087708&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%228f243bdd9e00847df5ce187cdb243aa3%22%7D&xxc=taobaoSearch
p212,酒红绒面贝雷帽,女款,复古时尚帽饰,贝雷帽型,绒面面料,酒红,无图案,简约贝雷帽设计,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=973321284630&mi_id=0000xREXjWP03suDfYe26kQ75UbMUq_GaAJmUbgxcViISo8&ns=1&priceTId=214781c117687417384708032e116b&skuId=6088845386494&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22e82d93b81e6cc43d75a3947e59a971fc%22%7D&xxc=taobaoSearch
p213,酒红漆皮手提包,女款,复古时尚包袋,波士顿型,漆皮面料,酒红,无图案,双提手、金属锁扣,开合式,https://dw4.co/t/A/1u7QReTfz
p214,黑色漆皮T字带乐福鞋,女款,复古休闲单鞋,低帮粗跟型,漆皮面料,黑,无图案,T字带、金属扣,穿脱式,https://dw4.co/t/A/1u7OqBmR7
p215,红灰拼色小狗爱心针织外套,女款,甜美休闲外套,短款型,针织面料,红、灰、米白,小狗、爱心、品牌标,拉链开合、侧口袋,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=836354607030&mi_id=00009axzLY7a2Q2Leg1GK4ZDfkcoRvs4FtagM_pRCKZuOCQ&ns=1&priceTId=214781c117687419367225173e116b&skuId=5761541686518&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2279772168e34880d5f4e6eaed068106cb%22%7D&xxc=taobaoSearch
p216,灰红蝴蝶结针织半裙,女款,甜美休闲半裙,短款型,针织面料,灰、红、米白,侧边红蝴蝶结,松紧腰头、罗纹纹理,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=836354607030&mi_id=00009axzLY7a2Q2Leg1GK4ZDfkcoRvs4FtagM_pRCKZuOCQ&ns=1&priceTId=214781c117687419367225173e116b&skuId=5761541686518&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2279772168e34880d5f4e6eaed068106cb%22%7D&xxc=taobaoSearch
p217,酒红小熊装饰手提包,女款,甜美时尚包袋,波士顿型,漆皮面料,酒红,小熊、蝴蝶结挂饰,单提手、斜挎带,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=973010626743&mi_id=0000Ar9dThOrQUGo64QkcawgyTHWoMWN4927X30n0Jad7G8&ns=1&priceTId=214781c117687419531316331e116b&skuId=5925881949476&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%227cd391e735838bed593117a9a0a6cdf9%22%7D&xxc=taobaoSearch
p218,米白针织长筒腿套,女款,保暖配饰,腿套型,针织面料,米白,无图案,罗纹纹理,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=760502722888&mi_id=0000xiJL_232h2uB5I8fIs5uK8SoU8UnMb87fkXs80rZtfE&ns=1&priceTId=214781c117687419809038657e116b&skuId=5240323548506&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2223300524e766872ee92bdbfd66b0f64d%22%7D&xxc=taobaoSearch
p219,深棕漆皮厚底乐福鞋,女款,酷帅休闲单鞋,低帮厚底型,漆皮面料,深棕、黑,无图案,厚底、乐福鞋型,穿脱式,https://dw4.co/t/A/1u7Qr5Skm
p220,红黑拼色小狗星星针织背心,女款,甜美休闲背心,短款型,针织面料,红、黑、白,星星、小狗、品牌标,圆领、系扣开合、下摆木耳边,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=955995940054&mi_id=0000cpe-DOKTamVIZRgEFaryusCEk6_S7Ow8IZVAw9TW_28&ns=1&priceTId=214781c117687420367154968e116b&skuId=6045102950030&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%222797efe59d90a649812cec3d7882c07c%22%7D&xxc=taobaoSearch
p221,白色蝴蝶结刺绣木耳边衬衫,女款,甜美温柔衬衫,短款型,棉质面料,白色,胸前蝴蝶结刺绣,圆领木耳边、袖口、下摆木耳边,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=955931036356&mi_id=00005uvua-LPYhuxX7wBBltrTTDVRmTsVg1yeeFmDq8TySs&ns=1&priceTId=214781c117687420496825939e116b&skuId=5879386401490&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22a6b29ba14b327ffe6384cb359a029547%22%7D&xxc=taobaoSearch
p222,藏蓝格纹多层荷叶边半裙,女款,复古优雅半裙,中长款型,棉质面料,藏蓝、白,格纹纹理,多层荷叶边、松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=955414769592&mi_id=0000zrQUNxGef95obKjUXumaltveASlmFnR7e_SmAt6lU_o&ns=1&priceTId=214781c117687420596186764e116b&skuId=5879507849244&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223fe3842f8f7df06a2fe2822a8cf1d9c0%22%7D&xxc=taobaoSearch
p223,酒红爱心形手提包,女款,甜美时尚包袋,爱心包型,皮革面料,酒红,无图案,单提手、拉链开合,开合式,https://item.taobao.com/item.htm?abbucket=2&id=946852171107&mi_id=0000lnASTMqvr5Qa2dmirb81T0_Q-eFm3OHGqwzDLM8Scrk&ns=1&priceTId=214781c117687420710237565e116b&skuId=6022579530431&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2241d83ed5c012f9e7f8d3f17ad3c07a31%22%7D&xxc=taobaoSearch
p224,黑色漆皮蝴蝶结乐福鞋,女款,甜美复古单鞋,低帮平底型,漆皮面料,黑色,无图案,鞋身蝴蝶结装饰,穿脱式,https://dw4.co/t/A/1u7NzsM6m
p225,浅蓝小熊字母连帽卫衣,女款,甜美休闲卫衣,短款型,棉质面料,浅蓝,胸前小熊、爱心、字母标,连帽木耳边、拉链开合,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=885869859900&mi_id=0000rH-4o_aJGEgZFDurfJW8AbpxEXdoP2ZXWfGnsZmQoeU&ns=1&priceTId=214781c117687421207982999e116b&skuId=5903611103855&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%223eb5665ddf7be4064afb45ab60d55211%22%7D&xxc=taobaoSearch
p226,白色自行车印花木耳边上衣,女款,清新休闲上衣,修身型,棉质面料,白色,满印自行车图案,半高领木耳边、袖口木耳边,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=886530953268&mi_id=0000twEJZggdMNVY4BNnF5UdYMk0a9icQi9CJ_ZfHneFZmo&ns=1&priceTId=214781c117687421321893739e116b&skuId=5728033896103&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229c01a08d32728a3a0967ed6afbd2742f%22%7D&xxc=taobaoSearch
p227,白色多层荷叶边半裙,女款,甜美优雅半裙,中长款型,缎面面料,白色,无图案,多层荷叶边、松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=884077182011&mi_id=00005CSztNN70ZzTWDcBZ5RkPVQwt4SiyHBvA9ykuYUzO4w&ns=1&priceTId=214781c117687421422554471e116b&skuId=6022827107462&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22ea97da130d10f32d5095901e7597622f%22%7D&xxc=taobaoSearch
p228,白色蕾丝花边中筒袜,女款,甜美配饰袜,中筒型,棉质、蕾丝,白色,无图案,袜口蕾丝边、品牌标,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=875277580438&mi_id=0000-2f0ZaLFhoIwKWSSj7s5HPUhR8ms_Pzpnyp0W0iTtYk&ns=1&priceTId=214781c117687421538495420e116b&skuId=5710427316515&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2220db7d23393efb9ee950d15f99ba9802%22%7D&xxc=taobaoSearch
p229,银色蝴蝶结魔术贴单鞋,女款,闪亮甜美单鞋,低帮平底型,亮面面料,银色,无图案,鞋身蝴蝶结、魔术贴,穿脱式,https://dw4.co/t/A/1u7QrceGY
p230,粉色格纹蝴蝶结衬衫裙,女款,甜美温柔裙装,短款型,棉质面料,粉色,胸前蝴蝶结刺绣,翻领、腰侧蝴蝶结、爱心纽扣,系扣式,https://detail.tmall.com/item.htm?abbucket=2&id=901594919576&mi_id=0000jxSRZNmPXEEr-ApXuQue4jZvNrX7E4VMBllCdDfEueI&ns=1&priceTId=214781c117687422215182551e116b&skuId=6170745359067&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2277a1146e6e8b1068ddf06d9a51ba2fe0%22%7D&xxc=taobaoSearch
p231,粉色格纹蝴蝶结阔腿裤,女款,甜美休闲裤装,阔腿型,棉质面料,粉色,侧边蝴蝶结刺绣,松紧腰头、宽松裤型,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=901594919576&mi_id=0000jxSRZNmPXEEr-ApXuQue4vQqtYZAwEAPYj-lookHAzc&ns=1&priceTId=214781c117687422381573831e116b&skuId=6170745359067&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f1c09f84c34809dea011bdbeb6c0cde0%22%7D&xxc=taobaoSearch
p232,银色蝴蝶水钻夹脚凉鞋,女款,闪亮甜美凉鞋,平底夹脚型,亮面、水钻,银色、裸色,蝴蝶水钻装饰,搭扣固定,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=814270597291&mi_id=0000v2jMR_54lnqDuRWhWte2Dg3xjrIRNGb1deEn_CEGG6E&ns=1&priceTId=214781c117687422503504785e116b&skuId=5676923378909&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a8be041d490ba683b2f0885e8cdaea3d%22%7D&xxc=taobaoSearch
