itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p807,inner_top,black camisole,Women's,light luxury minimalist black leather shoulder bag,slim sleeveless fit,cotton fabric,black,halter sleeveless,spaghetti strap,Pullover
p808,bottom,khaki plush wide-leg trousers,Women's,commuter relaxed beige wide-leg trousers,loose wide-leg fit,plush fabric,khaki,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p809,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,high heels silhouette,faux leather fabric,black,high-heeled pumps,pointed toe,Pull-on
p810,outerwear,red and black color-block plush cropped jacket,Women's,commuter minimalist black cropped jacket,cropped slim fit,plush fabric,red and black color-block,color-block,faux fur trim,Zipper closure
p811,inner_top,black slim-fit long-sleeve top,Women's,minimalist basic black knit sweater,slim long-sleeve fit,cotton fabric,black,color-block,no extra embellishment,Pullover
p812,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p813,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,high heels silhouette,faux leather fabric,black,high-heeled pumps,pointed toe,Pull-on
p814,outerwear,light blue gradient cropped jacket,Women's,vintage casual light blue denim jacket,cropped slim fit,denim fabric,light blue gradient,gradient texture,denim texture,"Cardigan style, adjustable button closure"
p815,inner_top,black and white colorblock long-sleeve top,Women's,minimalist commuter black and white colorblock long-sleeve top,slim long-sleeve fit,cotton-blend fabric,black and white,color-block,no extra embellishment,Pullover
p816,bottom,light blue jeans,Women's,casual vintage light blue wide-leg jeans,high-waisted bootcut fit,denim fabric,light blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p817,bag,gray shoulder bag,Women's,light luxury minimalist silver leather handbag,shoulder bag silhouette,faux leather fabric,gray,solid color,single shoulder strap,"Single shoulder carry, snap closure"
p818,shoes,white pointed-toe high heels,Women's,elegant commuter white high-heeled sandals,high heels silhouette,faux leather fabric,white,high-heeled pumps,pointed toe,Pull-on
p819,outerwear,black leather trench coat,Women's,cool commuter black long leather jacket,long loose silhouette,faux leather fabric,black,collared long-length,belted waist,"Pull-on style, button closure"
p820,inner_top,black camisole,Women's,minimalist basic black halter tank top,slim sleeveless fit,cotton fabric,black,halter sleeveless,spaghetti strap,Pullover
p821,bottom,red and blue color-block jeans,Women's,trendy casual blue and red colorblock wide-leg jeans,high-waisted bootcut fit,denim fabric,red and blue color-block,color-block texture,denim texture,"Easy to wear, adjustable waist"
p822,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,high heels silhouette,faux leather fabric,black,high-heeled pumps,pointed toe,Pull-on
p823,outerwear,beige cropped jacket,Women's,minimalist commuter off-white cropped jacket,cropped slim fit,cotton-blend fabric,beige,"lapel, button design",button closure,"Cardigan style, adjustable button closure"
p824,mid_layer_top,white turtleneck sweater,Women's,minimalist white mock-neck base layer,slim long-sleeve fit,knit fabric,white,"mock neck, long-sleeve",high neck,Pullover
p825,bottom,plaid pleated skirt,Women's,vintage preppy plaid skirt,high-waisted pleated skirt silhouette,polyester,plaid,plaid pattern,pleated detail,"Easy to wear, adjustable waist"
p826,bag,beige handbag,Women's,light luxury minimalist beige leather handbag,handbag silhouette,faux leather fabric,beige,solid color,top handle,"Handheld/single shoulder carry, snap closure"
p827,shoes,brown lace-up ankle boots,Women's,vintage casual beige ankle boots,ankle boot fit,faux leather fabric,brown,solid color,lace-up,Lace-up closure
p828,mid_layer_top,casual crew-neck knit sweater,Unisex,crew neck long-sleeve textured sweater,loose silhouette,knit fabric,light beige with brown trim,geometric pattern on hem / cuffs,crew neck with patterned hem and cuffs,Pullover
p829,bottom,casual khaki wide-leg trousers,Unisex,loose-fit wide-leg casual trousers,straight-leg wide-leg silhouette,cotton (blend) fabric,light brown khaki,"solid color, no pattern",belt loops and side seam pockets,Zipper and button closure
p830,accessory,corduroy baseball cap,Unisex,classic six-panel baseball cap,regular cap silhouette,corduroy fabric,tan,"solid color, no pattern",top ventilation eyelets + side logo tab,Adjustable strap closure
p831,accessory,geometric pattern knit scarf,Unisex,long jacquard knit scarf,elongated silhouette,knit fabric,off-white and brown combination,geometric pattern + striped jacquard texture,double-sided jacquard + overlocked edges,Wrap-around style
p832,shoes,fleece-lined mule slippers,Unisex,closed-toe embellished fleece-lined slippers,closed-toe mules silhouette,suede with plush lining,tan,"solid color, no pattern",upper strap + plush lining,Slip-on style
p833,mid_layer_top,V-neck knit vest,Unisex,single-breasted sleeveless knit vest,slim cropped fit,knit fabric,dark navy,"solid color, no pattern",V-neck + single-breasted button design,Button closure
p834,inner_top,white mock-neck long-sleeve T-shirt,Unisex,basic mock-neck base layer,slim-fit silhouette,cotton fabric,pure white,"solid color, no pattern",mock neck + minimalist cut,Pullover
p835,bottom,dark gray wide-leg casual trousers,Unisex,elastic-waist wide-leg casual trousers,straight-leg wide-leg silhouette,knit (or blend) fabric,dark gray,"solid color, no pattern",elastic waistband + side seam pockets,Pull-on (elastic waist)
p836,shoes,bow-embellished loafers,Unisex,suede bow-embellished flats,loafers silhouette,suede fabric,tan,"solid color, no pattern",bow-knot upper decoration + flat design,Slip-on style
p837,bag,corduroy patchwork tote bag,Unisex,large-capacity shoulder tote bag,open-top tote bag silhouette,corduroy and leather patchwork,tan and black color-block,"solid color, no pattern",side pockets + leather piping,Single shoulder carry
p838,outerwear,stand-collar knit cardigan,Unisex,stand-collar single-breasted knit cardigan,regular fit,knit fabric,heather gray,"solid color, no pattern",stand collar + dual patch pockets + single-breasted,Button closure
p839,inner_top,black mock-neck long-sleeve T-shirt,Unisex,basic mock-neck base layer,slim-fit silhouette,cotton fabric,pure black,"solid color, no pattern",mock neck + minimalist cut,Pullover
p840,bottom,dark gray slim-fit skirt,Women's,high-waisted slim-fit maxi skirt,straight pencil fit,knit (blend) fabric,dark heather gray,"solid color, no pattern",high-waisted + back pocket detail,Zipper and button closure
p841,shoes,light brown fleece-lined mule slippers,Unisex,closed-toe strap slippers,closed-toe mules silhouette,suede with plush lining,light tan,"solid color, no pattern",upper strap + fleece lining,Slip-on style
p842,outerwear,black long trench coat,Unisex,double-breasted belted trench coat,loose long fit,cotton (blend) fabric,pure black,"solid color, no pattern",lapel + belt + cuff tab design,Button closure
p843,inner_top,blue and white striped shirt,Unisex,collared long-sleeve shirt,loose fit,cotton fabric,white and dark blue striped,vertical stripe pattern,lapel + single-breasted + chest pocket design,Button closure
p844,bottom,light blue wide-leg jeans,Unisex,high-waisted wide-leg jeans,straight-leg wide-leg silhouette,denim fabric,light blue washed,solid color (washed texture),high-waisted + side pockets + back pocket detail,Zipper and button closure
p845,shoes,black leather loafers,Unisex,basic loafers,flat loafer style,leather fabric,pure black,"solid color, no pattern",minimalist slip-on + stitched detail,Slip-on style
p846,mid_layer_top,gray and red color-block knit vest,Unisex,V-neck single-breasted vest,fitted cropped fit,knit fabric,heather gray with red trim,solid color + contrast details,V-neck + red buttons + red trim,Button closure
p847,inner_top,white crew-neck short-sleeve T-shirt,Unisex,basic short-sleeve T-shirt,slim fit,cotton fabric,pure white,"solid color, no pattern",crew neck + hem logo tab,Pullover
p848,bottom,off-white wide-leg casual trousers,Unisex,high-waisted wide-leg trousers,straight-leg wide-leg silhouette,cotton (blend) fabric,off-white,"solid color, no pattern",high-waisted + side seam pocket design,Zipper and button closure
p849,accessory,grey and red decorative beret,Unisex,round-top beret,classic beret style,knit (blend) fabric,heather gray with red trim,solid color + red bead embellishment,domed crown + top red bead detail,Pullover style
p850,shoes,burgundy and white canvas casual sneakers,Unisex,lace-up low-top casual sneakers,platform style,canvas,burgundy and white colorblock,"solid color, color-blocked",lace-up + heel pull tab design,Lace-up closure
p851,outerwear,embroidered denim jacket,Unisex,collared single-breasted jacket,loose cropped fit,denim fabric,dark blue denim,solid color + embroidery,lapel + chest pocket + pony embroidery,Button closure
p852,mid_layer_top,black and red striped knit sweater,Unisex,crew neck long-sleeve sweater,loose fit,knit fabric,black with red stripes,horizontal stripe pattern,crew neck + ribbed hem design,Pullover
p853,bottom,dark blue denim skirt,Women's,high-waisted slim-fit denim skirt,straight midi fit,denim fabric,dark blue denim,"solid color, no pattern",high-waisted + side seam pocket design,Zipper and button closure
p854,shoes,black lace-up flat shoes,Unisex,bow-embellished flats,flat style,leather fabric,pure black,"solid color, no pattern",bow-knot upper decoration,Slip-on style
p855,outerwear,khaki trench coat with faux shearling collar,Unisex,double-breasted belted trench coat,loose long fit,cotton (blend) fabric,khaki with shearling collar,solid color + faux fur collar trim,lapel + belt + faux shearling collar,Button closure
p856,mid_layer_top,off-white half-zip knit sweater,Unisex,mock-neck zip-up sweater,loose fit,knit fabric,off-white,"solid color, no pattern",mock neck + half-zip design,Zipper and pullover style
p857,bottom,tan wool wide-leg trousers,Unisex,high-waisted wide-leg casual trousers,straight-leg wide-leg silhouette,wool-blend fabric,tan,"solid color, no pattern",high-waisted + side seam pocket design,Zipper and button closure
p858,shoes,all-white platform casual sneakers,Unisex,lace-up platform sneakers,platform style,fabric,solid white with light brown sole,"solid color, no pattern",lace-up + platform design,Lace-up closure
p859,mid_layer_top,dark brown mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,dark tan,"solid color, no pattern",mock neck + minimalist cut,Pullover
p860,inner_top,light blue loose-fit shirt,Unisex,collared single-breasted shirt,oversized fit,cotton fabric,light sky blue,"solid color, no pattern",lapel + chest pocket + longline design,Button closure
p861,bottom,dark navy satin skirt,Women's,asymmetric side-slit skirt,slim midi fit,satin,dark navy,"solid color, no pattern",asymmetric wrap front + side slits,Zipper and button closure
p862,bag,black foldable tote bag,Unisex,large-capacity foldable bag,slouchy tote style,nylon,pure black,"solid color, no pattern",foldable + wide shoulder strap design,Single shoulder / handheld
p863,shoes,black pointed-toe leather loafers,Unisex,pointed-toe striped loafers,flat style,leather fabric,pure black,"solid color, no pattern",pointed toe + stitched detail,Slip-on style
p864,outerwear,black and brown colorblock quilted jacket,Unisex,collared single-breasted jacket,cropped fitted fit,quilted fabric + fur collar,black with tan fur collar,quilted plaid + solid color,lapel + patch pockets + faux fur collar,Button closure
p865,outerwear,black ribbed knit cardigan,Unisex,crew neck single-breasted cardigan,cropped slim fit,ribbed knit,pure black,ribbed texture,crew neck + white buttons + cropped cut,Button closure
p866,bottom,dark grey wide-leg jeans,Unisex,high-waisted wide-leg jeans,straight-leg wide-leg silhouette,denim fabric,dark gray washed,solid color (washed texture),high-waisted + side pockets + back pocket design,Zipper and button closure
p867,accessory,tan corduroy baseball cap,Unisex,six-panel baseball cap,regular cap silhouette,corduroy fabric,tan,"solid color, no pattern",side logo tab + adjustable strap design,Adjustable strap closure
p868,bag,tan corduroy patchwork tote bag,Unisex,large-capacity shoulder bag,open-top tote bag silhouette,corduroy and leather patchwork,tan with black piping,"solid color, no pattern",side pockets + leather trim,Single shoulder carry
p869,shoes,black high-heel stretch boots,Women's,stretch sock boots,pointed-toe block heel boot style,stretch leather,pure black,"solid color, no pattern",elastic fit + block heel design,Slip-on style
p870,outerwear,khaki drawstring hooded trench coat,Unisex,hooded drawstring windbreaker,loose mid-length silhouette,cotton fabric,khaki,"solid color, no pattern",hooded + drawstring waist + ribbed cuffs,Zipper closure
